B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,BAI,Emissivity,LST_Celsius,LS_B2,LS_B3,LS_B4,LS_B5,LS_B6,LS_B7,LS_NDSI,LS_NDVI,LS_NDWI,LS_Thermal_K,NDSI,NDVI,NDWI,SAR_contrast,SAR_entropy,VH,VH_lin,VV,VV_VH_ratio,VV_lin,aspect,elevation,glacier_mask,is_melt_season,latitude,longitude,multiclass_mask,season,slope,year
0.2863999903202057,0.20020000636577606,0.05169999971985817,0.08709999918937683,0.07419999688863754,0.14350000023841858,0.2572000026702881,0.2827000021934509,0.2953000068664551,0.31349998712539673,17.661836580256892,0.99,26.191609700000015,0.03387375000000001,0.056849999999999984,0.049273750000000005,0.21977375,0.20216,0.13125125,-0.5608305335044861,0.6278589963912964,-0.5845511555671692,299.3416097,-0.5399448871612549,0.5928753018379211,-0.5168403387069702,5099905.67013889,4.353741458929681,-8.778284833216132,0.13331535458564758,-1.5689286865044512,5.633080886271369,0.6968662142753601,164,4015,0,1,29.331116920607528,93.43552441607547,0,melt,47,2025
0.16619999706745148,0.10544999688863754,0.04320000112056732,0.07815000414848328,0.058800000697374344,0.10980000346899033,0.2320999950170517,0.2553499937057495,0.27539998292922974,0.2659499943256378,21.000122400897663,0.99,23.134190810000007,0.021072499999999994,0.04202750000000001,0.031522499999999995,0.16541999999999998,0.10230750000000002,0.06362875000000001,-0.4340495467185974,0.6694880723953247,-0.584730863571167,296.28419081,-0.3645975589752197,0.6564158201217651,-0.567194402217865,6626204.939484126,4.353741458929681,-5.497185730514193,0.282461941242218,1.7814420949993353,6.056165193158309,1.5078348517417908,52,2626,0,1,33.33580645721236,75.80950056330951,0,melt,45,2025
0.34380000829696655,0.2572000026702881,0.08489999920129776,0.11289999634027481,0.15565000474452972,0.18140000104904175,0.19865000247955322,0.21424999833106995,0.2312999963760376,0.24650000035762787,30.29292158722384,0.9865652305447298,49.881906319999985,0.07648500000000003,0.10887999999999998,0.14306249999999998,0.24231000000000003,0.3397425,0.247315,-0.506028950214386,0.24239228665828705,-0.3747671842575073,323.03190631999996,-0.5018553137779236,0.1819985955953598,-0.3293784558773041,5588493.81985294,4.353741458929681,-23.403010134843846,0.004567714873701336,-13.535763959702066,8.927426587076866,0.04430202767252922,104,1352,0,1,43.01174004552055,75.27185886576399,0,melt,8,2025
0.24729999899864197,0.20720000565052032,0.12280000001192093,0.16695000231266022,0.20884999632835388,0.2257000058889389,0.24564999341964722,0.2533000111579895,0.2543500065803528,0.2576499879360199,20.422199545006066,0.986,37.050659240000016,0.11746000000000001,0.17915625000000002,0.22535625,0.28578749999999997,0.26450250000000003,0.2271575,-0.18674194812774658,0.11342520266771317,-0.22451432049274445,310.20065924,-0.19465912878513336,0.09905276447534561,-0.20824360847473145,6970677.762999566,4.1958049661784145,-24.934696988005243,0.0032363682985305786,-12.022841257661572,21.136452439877367,0.06276557967066763,153,4883,0,1,31.10007937809569,85.91932043384743,0,melt,7,2025
0.19505000114440918,0.09194999933242798,0.032499998807907104,0.05764999985694885,0.031550001353025436,0.10975000262260437,0.31200000643730164,0.39184999465942383,0.3831999897956848,0.4034000039100647,10.020291976986037,0.99,35.05795358,0.02083874999999999,0.05201,0.030230000000000007,0.35638000000000003,0.15719750000000002,0.06573250000000001,-0.5091114044189453,0.8481308817863464,-0.7512972354888916,308.20795358,-0.5504531264305115,0.8548987507820129,-0.7459860444068909,4774090.903769841,4.353741458929681,-14.822760574582814,0.032940026372671134,-10.561285439420855,2.5583880866310493,0.08787623792886735,312,68,0,1,26.23462413624754,88.48814282031562,0,melt,3,2025
0.30079999566078186,0.23690000176429749,0.15289999544620514,0.20649999380111694,0.24674999713897705,0.259799987077713,0.26910001039505005,0.27434998750686646,0.2752000093460083,0.2748500108718872,14.742030203440635,0.986,30.122332700000015,0.115425,0.18156250000000002,0.22113500000000003,0.24484,0.26343,0.206395,-0.18439064919948578,0.06136663258075714,-0.1550796777009964,303.2723327,-0.1926216185092926,0.0531914085149765,-0.14393360912799835,3871531.958637557,3.1328059745241066,-27.218128302380357,0.0018975235288962713,-14.035110291043136,19.012792994248805,0.039490167051553726,270,4855,0,1,35.556441839555816,85.14802693090242,0,melt,1,2025
0.27140000462532043,0.20045000314712524,0.07334999740123749,0.1103999987244606,0.15489999949932098,0.18700000643730164,0.2296999990940094,0.2406499981880188,0.24970000982284546,0.25824999809265137,25.7872020976697,0.9878905935961623,34.415365820000034,0.06019125,0.09892499999999999,0.12905125,0.26598750000000004,0.28692874999999995,0.20332875,-0.48158276081085205,0.34179452061653137,-0.4613744914531708,307.56536582,-0.43175947666168213,0.23515890538692474,-0.3929350674152374,15175423.76654412,4.353741458929681,-15.08588683929404,0.031003542244434357,-10.57672749794756,3.6205621571215936,0.08756433427333835,189,2270,0,1,42.917416940688,75.94559532885363,0,melt,8,2025
0.3643999993801117,0.287200003862381,0.10050000250339508,0.13529999554157257,0.18000000715255737,0.20430000126361847,0.2199999988079071,0.23319999873638153,0.2476000040769577,0.2574000060558319,24.70334850897074,0.986,50.96883668000004,0.08800750000000002,0.12745625000000002,0.16433375,0.24323125,0.3320975,0.25277375,-0.4445282220840454,0.19167612493038177,-0.3126356899738312,324.11883668,-0.4586917459964752,0.15286080539226532,-0.2874900698661804,3986153.4131337414,3.434895939434149,-27.122893845249017,0.0019521426293067634,-17.583729338227826,8.23964142782319,0.017528444528579712,0,1048,0,1,43.61136549767033,74.828540273051,0,melt,1,2025
0.323199987411499,0.3186500072479248,0.09950000047683716,0.14045000076293945,0.18410000205039978,0.20550000667572021,0.21494999527931213,0.22255000472068787,0.21915000677108765,0.2244500070810318,31.322140627043716,0.986,56.48552096000003,0.08451499999999998,0.1311275,0.17027375,0.21467250000000002,0.29974375,0.28866125,-0.3904377222061157,0.11292288452386856,-0.23915116488933563,329.63552096,-0.39295893907546997,0.08666982501745224,-0.21958015859127045,6757482.141035569,3.9865718864437114,-24.750751041584756,0.003357893088832497,-16.513172379739217,5.644323390837591,0.02236351370811461,180,571,0,1,44.60310557133828,89.85340238912046,0,melt,1,2025
0.13860000669956207,0.0803999975323677,0.025699999183416367,0.05119999870657921,0.037700001150369644,0.08969999849796295,0.1875,0.21709999442100525,0.22040000557899475,0.23330000042915344,33.488494218478344,0.99,22.520656219999978,0.019559999999999994,0.04373250000000001,0.03471250000000001,0.199355,0.10404000000000002,0.05866500000000002,-0.41176652908325195,0.6950802206993103,-0.635118305683136,295.67065621999996,-0.4799482524394989,0.707524836063385,-0.6355394721031189,5336881.859126984,4.353741458929681,-15.765746149168711,0.026510955765843388,-9.859963012248768,4.0674053226254525,0.10327702015638353,341,2421,0,1,42.53931603760209,75.1659474937663,0,melt,15,2025
